brand_name,model,prices,rating,has_5g,has_nfc,has_ir_blaster,processor_manufacturer,processor_brand,processor_model,cpu_core_type,num_core,cpu_clock_speed_ghz,ram_capacity,internal_memory,battrey_capacity,fast_charging_watt,fast_charging_supported,display_size_inches,display_resolution_width_px,display_resolution_height_px,display_refresh_rate_hz,display_notch_type,rear_camera_count,rear_cam_1,front_camers_count,front_camera_primary,memory_card_supported,memory_card_slot_type,memory_card_max_gb,os
iqoo,iQOO 15 (16GB RAM + 512GB),93999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5,Octa Core,8.0,4.6,16.0,512.0,7000,100.0,True,6.85,1440,3168,144.0,Punch Hole,3.0,50,1,32,,,,Android
vivo,Vivo Y400 5G,31991,64.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 4 Gen2,Octa Core,8.0,2.2,8.0,128.0,6000,90.0,True,6.67,1080,2400,120.0,Punch Hole,2.0,50,1,32,,,,Android
vivo,Vivo Y400 Pro 5G (8GB RAM + 256GB),26999,64.0,True,False,True,MediaTek,Dimensity,Dimensity 7300,Octa Core,8.0,2.5,8.0,256.0,5500,90.0,True,6.77,1080,2392,120.0,Punch Hole,2.0,50,1,32,,,,Android
xiaomi,Xiaomi Redmi Note 14 (8GB RAM + 256GB),24999,66.0,True,False,True,MediaTek,Dimensity,Dimensity 7025 Ultra,Octa Core,8.0,2.5,8.0,256.0,5110,45.0,True,6.67,1080,2400,120.0,Punch Hole,3.0,50,1,20,Yes,Hybrid,1024.0,Android
oppo,OPPO F33 Pro 5G,39999,67.0,True,False,True,MediaTek,Dimensity,Dimensity 6360 MAX,Octa Core,8.0,2.4,8.0,128.0,7000,80.0,True,6.57,1080,2372,120.0,Punch Hole,2.0,50,1,50,Yes,Hybrid,,Android
oppo,Oppo K13 Turbo,32499,68.0,True,False,True,MediaTek,Dimensity,Dimensity 8450,Octa Core,8.0,3.25,8.0,128.0,7000,80.0,True,6.8,1280,2800,120.0,Punch Hole,2.0,50,1,16,No,Not Supported,,Android
motorola,Motorola Edge 60 Pro (16GB RAM + 512GB),40999,,True,True,False,MediaTek,Dimensity,Dimensity 8350 Extreme,Octa Core,8.0,3.35,16.0,512.0,6000,90.0,True,6.7,1220,2712,120.0,Punch Hole,3.0,50,1,50,,,,Android
infinix,Infinix GT 30 Pro,31999,75.0,True,True,True,MediaTek,Dimensity,Dimensity 8350 Ultimate,Octa Core,8.0,3.35,8.0,256.0,5500,45.0,True,6.78,1224,2720,144.0,Punch Hole,2.0,108,1,13,,,,Android
lava,Lava Blaze 2 4G,7989,,False,False,False,Unisoc,Tiger,Tiger  T616 ,Octa Core,8.0,2.0,6.0,128.0,5000,18.0,True,6.5,720,1600,90.0,Water Drop Notch,2.0,13,1,8,Yes,Dedicated,1024.0,Android
oneplus,OnePlus Nord CE 6 5G (8GB RAM + 256GB),41999,75.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,8.0,256.0,8000,80.0,True,6.78,1272,2772,144.0,Punch Hole,2.0,50,1,32,,,,Android
samsung,Samsung Galaxy A37 5G,38999,66.0,True,True,False,Samsung,Exynos,Exynos 1480,Octa Core,8.0,2.7,8.0,128.0,5000,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,No,Not Supported,,Android
oppo,Oppo K13 Turbo Pro (12GB+256GB),31999,72.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 8s Gen4,Octa Core,8.0,3.2,12.0,256.0,7000,80.0,True,6.8,1280,2800,120.0,Punch Hole,2.0,50,1,16,No,Not Supported,,Android
xiaomi,Xiaomi Redmi Note 14 Pro Plus,28989,71.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7s Gen3,Octa Core,8.0,2.5,8.0,128.0,6200,90.0,True,6.67,1220,2712,120.0,Punch Hole,3.0,50,1,20,No,Not Supported,,Android
realme,Realme GT 2 Pro 5G (12GB RAM + 256GB),27400,70.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Gen1,Octa Core,8.0,3.0,12.0,256.0,5000,65.0,True,6.7,1440,3216,120.0,Punch Hole,3.0,50,1,32,,,,Android
oneplus,OnePlus N6 5G (6GB RAM + 128GB),26999,61.0,True,True,False,MediaTek,Dimensity,Dimensity 6360 Apex,Octa Core,8.0,,6.0,128.0,8000,45.0,True,6.8,720,1570,120.0,Punch Hole,2.0,50,1,8,Yes,Dedicated,2048.0,Android
motorola,Motorola Moto G67 Power 5G (12GB RAM + 256GB),26895,64.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7s Gen2,Octa Core,8.0,2.4,12.0,256.0,7000,30.0,True,6.7,1080,2400,120.0,Punch Hole,2.0,50,1,32,,,,Android
vivo,Vivo T5 Lite 5G,20499,55.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,128.0,6500,44.0,True,6.74,720,1600,120.0,Water Drop Notch,2.0,50,1,5,Yes,Hybrid,2048.0,Android
motorola,Motorola Edge 70 Max,53789,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Gen5,Octa Core,8.0,3.8,8.0,256.0,7100,90.0,True,6.8,1440,3168,144.0,Punch Hole,2.0,50,1,32,,,,Android
poco,Poco M8 Power,24380,63.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 4 Gen4,Octa Core,8.0,2.3,6.0,128.0,8000,45.0,True,6.99,2396,1080,120.0,Punch Hole,2.0,50,1,8,Yes,Dedicated,1024.0,Android
vivo,Vivo S2 5G (8GB RAM + 256GB),42990,68.0,True,False,False,MediaTek,Dimensity,Dimensity 7360 Turbo,Octa Core,8.0,2.5,8.0,256.0,7050,44.0,True,6.83,1260,2800,120.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
motorola,Motorola Signature (16GB RAM + 512GB),67990,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Gen5,Octa Core,8.0,3.8,16.0,512.0,5200,90.0,True,6.8,1264,2780,165.0,Punch Hole,3.0,50,1,50,,,,Android
xiaomi,Xiaomi Redmi 15C 5G,17499,55.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,128.0,6000,33.0,True,6.9,720,1600,120.0,Punch Hole,2.0,50,1,8,Yes,Dedicated,1024.0,Android
apple,Apple iPhone 17 (512GB),102900,77.0,True,True,False,Apple,Apple,Apple A19,Hexa Core,6.0,,8.0,512.0,3692,,True,6.3,1206,2622,120.0,Small Notch,2.0,48,1,18,No,Not Supported,,iOS
motorola,Motorola Moto G86 Power 5G,26499,66.0,True,False,False,MediaTek,Dimensity,Dimensity 7400,Octa Core,8.0,2.6,8.0,128.0,6720,33.0,True,6.7,1220,2712,120.0,Punch Hole,2.0,50,1,32,Yes,Hybrid,1024.0,Android
oneplus,OnePlus Nord 5 (12GB RAM + 512GB),37999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8s Gen3,Octa Core,8.0,3.0,12.0,512.0,6800,80.0,True,6.83,1272,2800,144.0,Punch Hole,2.0,50,1,50,,,,Android
realme,Realme Narzo 100x 5G,19958,58.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,128.0,8000,45.0,True,6.81,720,1570,144.0,Punch Hole,2.0,50,1,8,Yes,Hybrid,,Android
samsung,Samsung Galaxy S24 FE (256GB),45999,71.0,True,True,False,Samsung,Exynos,Exynos 2400e,Deca Core,10.0,3.11,8.0,256.0,4700,25.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,10,No,Not Supported,,Android
realme,Realme 12X,11999,54.0,True,False,False,MediaTek,Dimensity,Dimensity 6100 Plus,Octa Core,8.0,2.2,4.0,128.0,5000,45.0,True,6.72,1080,2400,120.0,Punch Hole,2.0,50,1,8,Yes,Dedicated,2048.0,Android
samsung,Samsung Galaxy A35 5G,33999,63.0,True,True,False,Samsung,Exynos,Exynos 1380,Octa Core,8.0,2.4,8.0,128.0,5000,25.0,True,6.6,1080,2340,120.0,Punch Hole,3.0,50,1,13,Yes,Hybrid,1024.0,Android
xiaomi,Xiaomi 17 5G,89999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5,Octa Core,8.0,4.6,12.0,512.0,6330,100.0,True,6.3,1220,2656,120.0,Punch Hole,3.0,50,1,50,,,,Android
samsung,Samsung Galaxy A17 5G (8GB RAM + 128GB),23499,59.0,True,True,False,Samsung,Exynos,Exynos 1330,Octa Core,8.0,2.4,8.0,128.0,5000,25.0,True,6.7,1080,2340,90.0,Water Drop Notch,3.0,50,1,13,Yes,Hybrid,2048.0,Android
realme,Realme GT 7 (12GB RAM + 512GB),48999,,True,True,True,MediaTek,Dimensity,Dimensity 9400e,Octa Core,8.0,3.4,12.0,512.0,7000,120.0,True,6.78,1264,2780,120.0,Punch Hole,3.0,50,1,32,No,Not Supported,,Android
google,Google Pixel 9A,49699,68.0,True,True,False,Google,Tensor,Tensor G4,Octa Core,8.0,3.1,8.0,256.0,5100,23.0,True,6.3,1080,2424,120.0,Punch Hole,2.0,48,1,13,No,Not Supported,,Android
xiaomi,Xiaomi Redmi Note 13 Pro Plus 5G,33900,74.0,True,True,True,MediaTek,Dimensity,Dimensity 7200 Ultra,Octa Core,8.0,2.8,8.0,256.0,5000,120.0,True,6.67,1220,2712,120.0,Punch Hole,3.0,200,1,16,No,Not Supported,,Android
nothing,Nothing Phone 3a Lite,27999,63.0,True,True,False,MediaTek,Dimensity,Dimensity 7300 Pro,Octa Core,8.0,2.5,8.0,128.0,5000,33.0,True,6.77,1084,2392,120.0,Punch Hole,3.0,50,1,16,Yes,Hybrid,2048.0,Android
xiaomi,Xiaomi 17T 5G,64999,,True,True,True,MediaTek,Dimensity,Dimensity 8500 Ultra,Octa Core,8.0,3.4,12.0,256.0,6500,67.0,True,6.59,1268,2756,120.0,Punch Hole,3.0,50,1,32,,,,Android
oppo,OPPO Find X9 Ultra,169999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen5,Octa Core,8.0,4.6,12.0,512.0,7050,100.0,True,6.82,1440,3168,144.0,Punch Hole,5.0,200,1,50,No,Not Supported,,Android
iqoo,iQOO Z11x,27999,64.0,True,False,True,MediaTek,Dimensity,Dimensity 7400 Turbo,Octa Core,8.0,2.6,6.0,128.0,7200,44.0,True,6.76,1080,2344,120.0,Punch Hole,2.0,50,1,32,,,,Android
apple,Apple iPhone 18 Pro (1TB),239900,,True,True,False,Apple,Apple,Apple A20 Pro,Hexa Core,6.0,,12.0,1.0,4056,,True,6.3,1206,2622,120.0,Dynamic Island,3.0,48,1,18,No,Not Supported,,iOS
realme,Realme Narzo Power 5G,29996,74.0,True,False,True,MediaTek,Dimensity,Dimensity 7400 Ultra,Octa Core,8.0,2.6,8.0,128.0,10001,80.0,True,6.8,1280,2800,144.0,Punch Hole,2.0,50,1,16,No,Not Supported,,Android
vivo,Vivo X300 Pro 5G,119999,,True,True,True,MediaTek,Dimensity,Dimensity 9500,Octa Core,8.0,4.21,16.0,512.0,6510,90.0,True,6.78,1260,2800,120.0,Punch Hole,3.0,200,1,50,No,Not Supported,,Android
poco,Poco C75 5G,10999,50.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 4s Gen2,Octa Core,8.0,2.0,4.0,64.0,5160,18.0,True,6.88,720,1650,120.0,Water Drop Notch,2.0,50,1,5,Yes,Dedicated,1024.0,Android
xiaomi,Xiaomi Redmi Note 14 (8GB RAM + 128GB),22990,63.0,True,False,True,MediaTek,Dimensity,Dimensity 7025 Ultra,Octa Core,8.0,2.5,8.0,128.0,5110,45.0,True,6.67,1080,2400,120.0,Punch Hole,3.0,50,1,20,Yes,Hybrid,1024.0,Android
apple,Apple iPhone 16 Plus,79900,70.0,True,True,False,Apple,Bionic,Bionic A18,Hexa Core,6.0,4.04,8.0,128.0,4674,,True,6.7,1290,2796,,Dynamic Island,2.0,48,1,12,No,Not Supported,,iOS
samsung,Samsung Galaxy S26 Ultra (12GB RAM + 512GB),150999,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5 for Galaxy,Octa Core,8.0,4.74,12.0,512.0,5000,60.0,True,6.9,1440,3120,120.0,Punch Hole,4.0,200,1,12,No,Not Supported,,Android
xiaomi,Xiaomi Redmi Note 15 Pro 5G (8GB RAM + 256GB),33999,74.0,True,False,True,MediaTek,Dimensity,Dimensity 7400 Ultra,Octa Core,8.0,2.6,8.0,256.0,6580,45.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,200,1,20,,,,Android
oppo,Oppo A6 Pro 5G,26999,62.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,8.0,128.0,7000,80.0,True,6.75,720,1570,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,,Android
oppo,Oppo F31 Pro Plus 5G,32999,70.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7 Gen3,Octa Core,8.0,2.63,8.0,256.0,7000,80.0,True,6.8,1280,2800,120.0,Punch Hole,2.0,50,1,32,,,,Android
samsung,Samsung Galaxy F15 5G,13499,53.0,True,False,False,MediaTek,Dimensity,Dimensity 6100 Plus,Octa Core,8.0,2.2,4.0,128.0,6000,25.0,True,6.45,1080,2340,90.0,Water Drop Notch,3.0,50,1,13,Yes,Hybrid,1024.0,Android
infinix,Infinix Note 30 5G (8GB RAM + 256GB),15999,62.0,True,True,False,MediaTek,Dimensity,Dimensity 6080,Octa Core,8.0,2.4,8.0,256.0,5000,45.0,True,6.78,1080,2460,120.0,Punch Hole,3.0,108,1,16,Yes,Dedicated,2048.0,Android
motorola,Motorola Moto G77 Power,25539,64.0,True,False,False,MediaTek,Dimensity,Dimensity 6400,Octa Core,8.0,2.5,8.0,128.0,7000,30.0,True,6.72,1080,2400,120.0,Punch Hole,2.0,50,1,32,Yes,Hybrid,1024.0,Android
motorola,Motorola Edge 70 Fusion 5G (12GB RAM + 512GB),39490,74.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,12.0,512.0,7000,68.0,True,6.8,1272,2772,144.0,Punch Hole,3.0,50,1,32,,,,Android
ai+,Ai+ Nova 2 5G (6GB RAM + 128GB),14999,54.0,True,False,False,Unisoc,Unisoc,Unisoc T8200,Octa Core,8.0,2.3,6.0,128.0,6000,18.0,True,6.74,720,1600,120.0,Punch Hole,1.0,50,1,8,Yes,Dedicated,1024.0,Android
xiaomi,Xiaomi Redmi 15A 5G,16400,58.0,True,False,True,Unisoc,Unisoc,Unisoc T8300,Octa Core,8.0,2.2,4.0,64.0,6300,33.0,True,6.9,720,1600,120.0,Punch Hole,1.0,32,1,8,Yes,Hybrid,1024.0,Android
realme,Realme 16 5G,35499,68.0,True,False,False,MediaTek,Dimensity,Dimensity 6400 Turbo,Octa Core,8.0,2.5,8.0,128.0,7000,60.0,True,6.57,1080,2372,120.0,Punch Hole,2.0,50,1,50,Yes,Hybrid,,Android
oneplus,OnePlus N6x,20999,,True,False,False,MediaTek,Dimensity,Dimensity 6360 Apex,Octa Core,8.0,,4.0,64.0,7000,15.0,True,6.8,720,1570,120.0,Punch Hole,1.0,13,1,5,Yes,Hybrid,2048.0,Android
realme,Realme GT 7,41999,,True,True,True,MediaTek,Dimensity,Dimensity 9400e,Octa Core,8.0,3.4,8.0,256.0,7000,120.0,True,6.78,1264,2780,120.0,Punch Hole,3.0,50,1,32,No,Not Supported,,Android
nothing,Nothing Phone 3a Pro (12GB RAM + 256GB),34999,68.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7s Gen 3,Octa Core,8.0,2.5,12.0,256.0,5000,50.0,True,6.77,1080,2392,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
tecno,Tecno Pova Curve 2,31999,63.0,True,False,True,MediaTek,Dimensity,Dimensity 7100,Octa Core,8.0,2.4,8.0,128.0,8000,45.0,True,6.78,1208,2644,144.0,Punch Hole,2.0,50,1,13,,,,Android
samsung,Samsung Galaxy A07 5G (6GB RAM + 128GB),19599,57.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,6.0,128.0,6000,25.0,True,6.74,720,1600,120.0,Water Drop Notch,2.0,50,1,8,Yes,Dedicated,2048.0,Android
oppo,Oppo F31 5G,26999,64.0,True,False,True,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,8.0,128.0,7000,80.0,True,6.57,1080,2412,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,,Android
samsung,Samsung Galaxy A56 5G (8GB RAM + 256GB),38942,64.0,True,True,False,Samsung,Exynos,Exynos 1580,Octa Core,8.0,2.9,8.0,256.0,5000,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,,,,Android
oneplus,OnePlus 13 (16GB RAM+ 512GB),78990,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Elite,Octa Core,8.0,4.32,16.0,512.0,6000,100.0,True,6.82,1440,3168,120.0,Punch Hole,3.0,50,1,32,No,Not Supported,,Android
motorola,Motorola Moto G54 5G,17999,59.0,True,False,False,MediaTek,Dimensity,Dimensity 7020,Octa Core,8.0,2.2,8.0,128.0,6000,33.0,True,6.5,1080,2400,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,1024.0,Android
vivo,Vivo T5 5G (8GB RAM + 128GB),39999,72.0,True,False,True,MediaTek,Dimensity,Dimensity 7500 Turbo,Octa Core,8.0,2.6,8.0,128.0,7050,44.0,True,6.83,1260,2800,144.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
vivo,Vivo T5 Pro 5G (8GB RAM + 256GB),45095,74.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,8.0,256.0,9020,90.0,True,6.83,1260,2800,144.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
ai+,Ai+ Nova 2 Ultra,20999,59.0,True,False,False,MediaTek,Dimensity,Dimensity 7400,Octa Core,8.0,2.6,6.0,128.0,6000,,True,6.78,2772,1272,120.0,Punch Hole,2.0,50,1,13,Yes,Hybrid,1024.0,Android
vivo,Vivo V70 FE 5G (12GB RAM + 256GB),45999,,True,True,True,MediaTek,Dimensity,Dimensity 7360 Turbo,Octa Core,8.0,2.5,12.0,256.0,7000,90.0,True,6.83,1260,2800,120.0,Punch Hole,2.0,200,1,50,No,Not Supported,,Android
vivo,Vivo Y51 Pro,31999,62.0,True,False,True,MediaTek,Dimensity,Dimensity 7360 Turbo,Octa Core,8.0,2.5,8.0,128.0,7200,44.0,True,6.75,720,1570,120.0,Punch Hole,2.0,50,1,8,No,Not Supported,,Android
apple,Apple iPhone 17e,64900,63.0,True,True,False,Apple,Apple,Apple A19,Hexa Core,6.0,,8.0,256.0,4005,,True,6.1,1170,2532,,Small Notch,1.0,48,1,12,No,Not Supported,,iOS
iqoo,iQOO 15R (12GB RAM + 256GB),59999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Gen5,Octa Core,8.0,3.8,12.0,256.0,7600,100.0,True,6.59,1260,2750,144.0,Punch Hole,2.0,50,1,32,,,,Android
poco,Poco M8,21499,61.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 6 Gen3,Octa Core,8.0,,6.0,128.0,5520,45.0,True,6.77,1080,2392,120.0,Punch Hole,2.0,50,1,20,Yes,Hybrid,1024.0,Android
realme,Realme 15 Pro 5G,32999,72.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7 Gen4,Octa Core,8.0,2.8,8.0,128.0,7000,80.0,True,6.8,1280,2800,144.0,Punch Hole,2.0,50,1,50,,,,Android
xiaomi,Xiaomi 17 Ultra,139999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5,Octa Core,8.0,4.6,16.0,512.0,6000,90.0,True,6.9,1200,2608,120.0,Punch Hole,3.0,200,1,50,No,Not Supported,,Android
samsung,Samsung Galaxy S26 Ultra (16GB RAM + 1TB),180999,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5 for Galaxy,Octa Core,8.0,4.74,16.0,1.0,5000,60.0,True,6.9,1440,3120,120.0,Punch Hole,4.0,200,1,12,No,Not Supported,,Android
oppo,Oppo Reno 15c,41999,68.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 6 Gen1,Octa Core,8.0,2.2,8.0,256.0,7000,80.0,True,6.57,1080,2372,120.0,Punch Hole,3.0,50,1,50,,,,Android
samsung,Samsung Galaxy A17 5G (8GB RAM + 256GB),27999,61.0,True,True,False,Samsung,Exynos,Exynos 1330,Octa Core,8.0,2.4,8.0,256.0,5000,25.0,True,6.7,1080,2340,90.0,Water Drop Notch,3.0,50,1,13,Yes,Hybrid,2048.0,Android
realme,Realme 14x (8GB RAM + 128GB),15999,57.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,8.0,128.0,6000,45.0,True,6.67,720,1604,120.0,Punch Hole,2.0,50,1,8,Yes,Hybrid,,Android
xiaomi,Xiaomi Redmi Note 14 Pro Plus (8GB RAM + 256GB),29839,72.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7s Gen3,Octa Core,8.0,2.5,8.0,256.0,6200,90.0,True,6.67,1220,2712,120.0,Punch Hole,3.0,50,1,20,No,Not Supported,,Android
jio,Jio JioPhone Prima 2 4G,2799,,False,False,False,,,,,,,512.0,4.0,2000,,False,2.4,240,320,,,1.0,0.3,1,0.3,Yes,Dedicated,128.0,iOS
samsung,Samsung Galaxy S23 Ultra (12GB RAM + 512GB),93900,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Gen 2,Octa Core,8.0,3.36,12.0,512.0,5000,45.0,True,6.8,1440,3088,120.0,Punch Hole,4.0,200,1,12,No,Not Supported,,Android
tecno,Tecno Camon 50 Ultra,31999,70.0,True,True,True,MediaTek,Dimensity,Dimensity 7400 Ultimate,Octa Core,8.0,2.6,8.0,256.0,6500,45.0,True,6.78,1208,2644,144.0,,3.0,50,1,50,,,,Android
xiaomi,Xiaomi Redmi Note 15 SE 5G (8GB RAM + 128GB),26485,66.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 6 Gen3,Octa Core,8.0,2.4,8.0,128.0,5800,45.0,True,6.77,2392,1080,120.0,Punch Hole,2.0,50,1,20,Yes,Hybrid,1024.0,Android
oppo,Oppo Reno 15 Pro Mini (12GB RAM + 512GB),64999,,True,False,True,MediaTek,Dimensity,Dimensity 8450,Octa Core,8.0,3.25,12.0,512.0,6200,80.0,True,6.32,1216,2640,120.0,Punch Hole,3.0,200,1,50,,,,Android
realme,Realme Narzo 90x (8GB+128GB),23499,59.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,8.0,128.0,7000,60.0,True,6.8,720,1570,144.0,Punch Hole,2.0,50,1,8,Yes,Hybrid,2048.0,Android
apple,Apple iPhone 17 Pro Max (512GB),163990,,True,True,False,Apple,Apple,Apple A19 Pro,Hexa Core,6.0,,12.0,512.0,4832,,True,6.9,1320,2868,120.0,Dynamic Island,3.0,48,1,18,No,Not Supported,,iOS
samsung,Samsung Galaxy S24 5G (Snapdragon +256GB),55999,72.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Gen3,Octa Core,8.0,3.3,8.0,256.0,4000,25.0,True,6.2,1080,2340,120.0,Punch Hole,3.0,50,1,12,,,,Android
realme,Realme P4 5G,25999,64.0,True,False,True,MediaTek,Dimensity,Dimensity 7400 Ultra,Octa Core,8.0,2.6,6.0,128.0,7000,80.0,True,6.77,1080,2392,144.0,Punch Hole,2.0,50,1,16,,,,Android
vivo,Vivo X300 FE (8GB RAM + 256GB),81999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Gen5,Octa Core,8.0,3.8,8.0,256.0,6500,90.0,True,6.31,1216,2640,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
apple,Apple iPhone 15 (256GB),69900,66.0,True,True,False,Apple,Bionic,Bionic A16,Hexa Core,6.0,3.46,6.0,256.0,3349,,True,6.1,1179,2556,,Dynamic Island,2.0,48,1,12,No,Not Supported,,iOS
google,Google Pixel 6A,24999,,True,True,False,Google,Tensor,Tensor ,Octa Core,8.0,,6.0,128.0,4410,,True,6.14,1080,2400,,Punch Hole,2.0,12.2,1,8,No,Not Supported,,Android
oppo,Oppo F33,34999,63.0,True,False,True,MediaTek,Dimensity,Dimensity 6360 MAX,Octa Core,8.0,,6.0,128.0,7000,80.0,True,6.57,1080,2372,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,,Android
poco,Poco C85x 5G (4GB RAM + 128GB),15500,53.0,True,False,False,Unisoc,Unisoc,Unisoc T8300,Octa Core,8.0,2.2,4.0,128.0,6300,15.0,True,6.9,720,1600,120.0,Punch Hole,1.0,32,1,8,Yes,Dedicated,2048.0,Android
realme,Realme C83 5G,16499,52.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,64.0,7000,15.0,True,6.8,720,1570,144.0,Punch Hole,1.0,13,1,5,Yes,Hybrid,2048.0,Android
oppo,OPPO K14x 5G  (6GB RAM + 128GB),21690,55.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,6.0,128.0,6500,45.0,True,6.75,720,1570,120.0,Punch Hole,2.0,50,1,5,Yes,Hybrid,,Android
lava,Lava Agni 4 5G,30999,70.0,True,False,False,MediaTek,Dimensity,Dimensity 8350,Octa Core,8.0,3.35,8.0,256.0,5000,66.0,True,6.67,1220,2712,120.0,Punch Hole,2.0,50,1,50,No,Not Supported,,Android
realme,Realme P4 Pro 5G (12GB RAM + 256GB),32999,74.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7 Gen 4,Octa Core,8.0,,12.0,256.0,7000,80.0,True,6.8,1280,2800,144.0,Punch Hole,2.0,50,1,50,,,,Android
oneplus,OnePlus Nord CE 4 5G,32499,66.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7 Gen3,Octa Core,8.0,2.63,8.0,128.0,5500,100.0,True,6.7,1080,2412,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,1024.0,Android
iqoo,iQOO Z11 Lite 5G,19999,55.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,128.0,6500,44.0,True,6.74,720,1600,120.0,Water Drop Notch,2.0,50,1,5,Yes,Hybrid,2048.0,Android
samsung,Samsung Galaxy M47 5G (8GB RAM + 128 GB),30888,67.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 6 Gen3,Octa Core,8.0,2.4,8.0,128.0,6000,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,Yes,Hybrid,1024.0,Android
oppo,Oppo Find X9s,84999,,True,True,True,MediaTek,Dimensity,Dimensity 9500s,Octa Core,8.0,3.73,12.0,256.0,7025,80.0,True,6.59,1216,2640,120.0,Punch Hole,3.0,50,1,32,No,Not Supported,,Android
iqoo,iQOO Z11 Lite 5G (4GB RAM + 64GB),17499,55.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,64.0,6500,44.0,True,6.74,720,1600,120.0,Water Drop Notch,2.0,50,1,5,Yes,Hybrid,2048.0,Android
nothing,Nothing Phone 4a (8GB RAM + 256GB),40248,71.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,8.0,256.0,5400,50.0,True,6.78,1224,2720,120.0,Punch Hole,3.0,50,1,32,,,,Android
