brand_name,model,prices,rating,has_5g,has_nfc,has_ir_blaster,processor_manufacturer,processor_brand,processor_model,cpu_core_type,num_core,cpu_clock_speed_ghz,ram_capacity,internal_memory,battrey_capacity,fast_charging_watt,fast_charging_supported,display_size_inches,display_resolution_width_px,display_resolution_height_px,display_refresh_rate_hz,display_notch_type,rear_camera_count,rear_cam_1,front_camers_count,front_camera_primary,memory_card_supported,memory_card_slot_type,memory_card_max_gb,os
motorola,Motorola Edge 70 Fusion,27589,70.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,8.0,128.0,7000,68.0,True,6.8,1272,2772,144.0,Punch Hole,3.0,50,1,32,,,,Android
xiaomi,Xiaomi Redmi Note 17 Pro Max,49999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 6 Gen5,Octa Core,8.0,2.6,8.0,256.0,10000,100.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,50,1,32,,,,Android
realme,Realme P3 5G,15999,61.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 6 Gen4,Octa Core,8.0,2.3,6.0,128.0,6000,45.0,True,6.67,1080,2400,120.0,Punch Hole,2.0,50,1,16,,,,Android
apple,Apple iPhone 18 Pro,164900,,True,True,False,Apple,Apple,Apple A20 Pro,Hexa Core,6.0,,12.0,256.0,4056,,True,6.3,1206,2622,120.0,Dynamic Island,3.0,48,1,18,No,Not Supported,,iOS
realme,Realme P3 Pro 5G (12GB RAM +256GB),23999,66.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7s Gen3,Octa Core,8.0,2.5,12.0,256.0,6000,80.0,True,6.83,1272,2800,120.0,Punch Hole,2.0,50,1,16,,,,Android
xiaomi,Xiaomi Redmi Note 17 Pro,36999,71.0,True,True,True,Qualcomm,Snapdragon,Snapdragon 6s Gen4,Octa Core,8.0,2.4,6.0,128.0,9000,67.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,50,1,16,,,,Android
apple,Apple iPhone 17,82900,76.0,True,True,False,Apple,Apple,Apple A19,Hexa Core,6.0,,8.0,256.0,3692,,True,6.3,1206,2622,120.0,Small Notch,2.0,48,1,18,No,Not Supported,,iOS
xiaomi,Xiaomi Redmi 17 5G,23999,61.0,True,True,True,Qualcomm,Snapdragon,Snapdragon 4 Gen5,Octa Core,8.0,2.4,6.0,128.0,7900,45.0,True,6.9,720,1600,120.0,Punch Hole,2.0,50,1,8,Yes,Hybrid,2048.0,Android
oneplus,OnePlus Nord 5 5G,31999,75.0,True,True,True,Qualcomm,Snapdragon,Snapdragon 8s Gen3,Octa Core,8.0,3.0,8.0,256.0,6800,80.0,True,6.83,1272,2800,144.0,Punch Hole,2.0,50,1,50,,,,Android
vivo,Vivo T5 5G,34999,71.0,True,False,True,MediaTek,Dimensity,Dimensity 7500 Turbo,Octa Core,8.0,2.6,6.0,128.0,7050,44.0,True,6.83,1260,2800,144.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
vivo,Vivo T4 5G,24999,66.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7s Gen3,Octa Core,8.0,2.5,8.0,128.0,7300,90.0,True,6.77,1080,2392,120.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
samsung,Samsung Galaxy F16 5G (6GB RAM + 128GB),13999,55.0,True,True,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,6.0,128.0,5000,25.0,True,6.7,1080,2340,90.0,Punch Hole,3.0,50,1,13,Yes,Hybrid,1536.0,Android
vivo,Vivo T4 Ultra (12GB RAM+ 256GB),37999,75.0,True,True,False,MediaTek,Dimensity,Dimensity 9300 Plus,Octa Core,8.0,3.25,12.0,256.0,5500,90.0,True,6.67,1260,2800,120.0,Punch Hole,3.0,50,1,32,No,Not Supported,,Android
apple,Apple iPhone 18 Pro Max,179900,,True,True,False,Apple,Apple,Apple A20 Pro,Hexa Core,6.0,,12.0,256.0,5391,,True,6.9,1320,2868,120.0,Dynamic Island,3.0,48,1,18,No,Not Supported,,iOS
motorola,Motorola Moto G34 5G (8GB RAM + 128GB),14999,55.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 695,Octa Core,8.0,2.2,8.0,128.0,5000,18.0,True,6.5,720,1600,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,1024.0,Android
realme,Realme P1 5G,13999,58.0,True,False,False,MediaTek,Dimensity,Dimensity 7050,Octa Core,8.0,2.6,6.0,128.0,5000,45.0,True,6.67,1080,2400,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,2048.0,Android
oppo,Oppo K13 Turbo (8GB RAM + 256GB),33299,70.0,True,False,True,MediaTek,Dimensity,Dimensity 8450,Octa Core,8.0,3.25,8.0,256.0,7000,80.0,True,6.8,1280,2800,120.0,Punch Hole,2.0,50,1,16,No,Not Supported,,Android
samsung,Samsung Galaxy S25 Ultra,99999,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Elite for Galaxy,Octa Core,8.0,4.47,12.0,256.0,5000,45.0,True,6.9,1440,3120,120.0,Punch Hole,4.0,200,1,12,No,Not Supported,,Android
xiaomi,Xiaomi Redmi 13 5G,12499,58.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 4 Gen 2 AE,Octa Core,8.0,2.3,6.0,128.0,5030,33.0,True,6.79,1080,2460,120.0,Punch Hole,2.0,108,1,13,Yes,Hybrid,1024.0,Android
motorola,Motorola Edge 60 Fusion,24999,67.0,True,False,False,MediaTek,Dimensity,Dimensity 7400,Octa Core,8.0,2.5,8.0,256.0,5500,68.0,True,6.7,1220,2712,120.0,Punch Hole,2.0,50,1,32,Yes,Hybrid,1024.0,Android
realme,Realme P3x 5G (8GB RAM + 128GB),13999,57.0,True,False,False,MediaTek,Dimensity,Dimensity 6400,Octa Core,8.0,2.5,8.0,128.0,6000,45.0,True,6.72,1080,2400,120.0,Punch Hole,2.0,50,1,8,Yes,Hybrid,,Android
oppo,Oppo K13 (8GB RAM + 256GB),23999,63.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 6 Gen4,Octa Core,8.0,2.3,8.0,256.0,7000,80.0,True,6.67,1080,2400,120.0,Punch Hole,2.0,50,1,16,,,,Android
apple,Apple iPhone Duo,299900,,True,True,False,Apple,Apple,Apple A20 Pro,Hexa Core,6.0,,12.0,256.0,5800,,True,7.6,1878,2670,120.0,,2.0,48,2,12,No,Not Supported,,Not Specified
motorola,Motorola Edge 70 Pro,39649,,True,True,False,MediaTek,Dimensity,Dimensity 8500 Extreme,Octa Core,8.0,3.4,8.0,256.0,6500,90.0,True,6.8,1272,2772,144.0,Punch Hole,2.0,50,1,50,,,,Android
realme,Realme P3 5G (8GB RAM + 128GB),16999,63.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 6 Gen4,Octa Core,8.0,2.3,8.0,128.0,6000,45.0,True,6.67,1080,2400,120.0,Punch Hole,2.0,50,1,16,,,,Android
motorola,Motorola Edge 60 Pro,29999,76.0,True,True,False,MediaTek,Dimensity,Dimensity 8350 Extreme,Octa Core,8.0,3.35,8.0,256.0,6000,90.0,True,6.7,1220,2712,120.0,Punch Hole,3.0,50,1,50,,,,Android
realme,Realme P4 Pro 5G,28999,71.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7 Gen 4,Octa Core,8.0,,8.0,128.0,7000,80.0,True,6.8,1280,2800,144.0,Punch Hole,2.0,50,1,50,,,,Android
samsung,Samsung Galaxy A17 5G,19499,58.0,True,True,False,Samsung,Exynos,Exynos 1330,Octa Core,8.0,2.4,6.0,128.0,5000,25.0,True,6.7,1080,2340,90.0,Water Drop Notch,3.0,50,1,13,Yes,Hybrid,2048.0,Android
samsung,Samsung Galaxy S25 FE,57990,75.0,True,True,False,Samsung,Exynos,Exynos 2400,Deca Core,10.0,3.2,8.0,128.0,4900,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,No,Not Supported,,Android
motorola,Motorola Edge 60 Stylus,20560,67.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7s Gen2,Octa Core,8.0,2.4,8.0,256.0,5000,68.0,True,6.7,1220,2712,120.0,Punch Hole,2.0,50,1,32,Yes,Dedicated,1024.0,Android
poco,Poco X8 Power 5G,35999,75.0,True,True,True,Qualcomm,Snapdragon,Snapdragon 6 Gen5,Octa Core,8.0,2.4,8.0,128.0,10000,100.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,50,1,32,,,,Android
oneplus,OnePlus Nord 6,46999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8s Gen4,Octa Core,8.0,3.2,8.0,256.0,9000,80.0,True,6.78,1272,2772,165.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
samsung,Samsung Galaxy A36 5G,28000,64.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 6 Gen3,Octa Core,8.0,2.4,8.0,128.0,5000,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,,,,Android
oppo,OPPO K14 Lite,16999,,False,False,False,Unisoc,Unisoc,Unisoc T7250,Octa Core,8.0,,4.0,64.0,7000,15.0,True,6.75,720,1570,120.0,Water Drop Notch,2.0,13,1,5,Yes,Hybrid,,Android
xiaomi,Xiaomi Redmi Note 14,16499,63.0,True,False,True,MediaTek,Dimensity,Dimensity 7025 Ultra,Octa Core,8.0,2.5,6.0,128.0,5110,45.0,True,6.67,1080,2400,120.0,Punch Hole,3.0,50,1,20,Yes,Hybrid,1024.0,Android
realme,Realme GT 7T (12GB RAM + 256GB),34499,77.0,True,True,True,MediaTek,Dimensity,Dimensity 8400-MAX,Octa Core,8.0,3.25,12.0,256.0,7000,120.0,True,6.8,1280,2800,120.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
samsung,Samsung Galaxy S26 Ultra 5G,130999,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5 for Galaxy,Octa Core,8.0,4.74,12.0,256.0,5000,60.0,True,6.9,1440,3120,120.0,Punch Hole,4.0,200,1,12,No,Not Supported,,Android
vivo,Vivo V70 5G,59999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 7 Gen4,Octa Core,8.0,2.8,8.0,256.0,6500,90.0,True,6.59,1260,2750,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
vivo,Vivo T5x 5G,27249,66.0,True,False,True,MediaTek,Dimensity,Dimensity 7400 Turbo,Octa Core,8.0,2.6,6.0,128.0,7200,44.0,True,6.76,1080,2344,120.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
vivo,Vivo X200 FE (16GB RAM + 512GB),59999,,True,True,True,MediaTek,Dimensity,Dimensity 9300 Plus,Octa Core,8.0,3.25,16.0,512.0,6500,90.0,True,6.31,1216,2640,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
poco,Poco X7 5G,17999,64.0,True,True,True,MediaTek,Dimensity,Dimensity 7300 Ultra,Octa Core,8.0,2.5,8.0,128.0,5500,45.0,True,6.67,1220,2712,120.0,Punch Hole,3.0,50,1,20,,,,Android
realme,Realme C63 5G,10999,53.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,128.0,5000,10.0,True,6.67,720,1604,120.0,Punch Hole,2.0,32,1,8,Yes,Hybrid,2048.0,Android
motorola,Motorola Edge 70 5G,32175,75.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7 Gen4,Octa Core,8.0,2.8,8.0,256.0,5000,68.0,True,6.7,1220,2712,120.0,Punch Hole,2.0,50,1,50,,,,Android
vivo,Vivo V70 FE,38990,77.0,True,True,True,MediaTek,Dimensity,Dimensity 7360 Turbo,Octa Core,8.0,2.5,8.0,128.0,7000,90.0,True,6.83,1260,2800,120.0,Punch Hole,2.0,200,1,50,No,Not Supported,,Android
nothing,Nothing Phone 2a (8GB RAM + 256GB),24999,70.0,True,True,False,MediaTek,Dimensity,Dimensity 7200 Pro,Octa Core,8.0,2.8,8.0,256.0,5000,45.0,True,6.7,1084,2412,120.0,Punch Hole,2.0,50,1,32,,,,Android
samsung,Samsung Galaxy F05,6499,,False,False,False,MediaTek,Helio,Helio G85,Octa Core,8.0,2.0,4.0,64.0,5000,25.0,True,6.74,720,1600,,Water Drop Notch,2.0,50,1,8,Yes,Dedicated,1024.0,Android
samsung,Samsung Galaxy S25 5G,65929,77.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Elite,Octa Core,8.0,4.47,12.0,256.0,4000,25.0,True,6.2,1080,2340,120.0,Punch Hole,3.0,50,1,12,,,,Android
vivo,Vivo T4R 5G,22999,66.0,True,False,False,MediaTek,Dimensity,Dimensity 7400,Octa Core,8.0,2.6,8.0,128.0,5700,44.0,True,6.77,1080,2392,120.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
oppo,OPPO Reno 14 5G,44999,76.0,True,False,True,MediaTek,Dimensity,Dimensity 8350,Octa Core,8.0,3.35,8.0,256.0,6000,80.0,True,6.59,1256,2760,120.0,Punch Hole,3.0,50,1,50,,,,Android
oppo,OPPO K13x 5G (6GB RAM +128GB),16999,54.0,True,False,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,6.0,128.0,6000,45.0,True,6.67,720,1604,120.0,Punch Hole,2.0,50,1,8,Yes,Hybrid,2048.0,Android
samsung,Samsung Galaxy S24 FE 5G,39999,70.0,True,True,False,Samsung,Exynos,Exynos 2400e,Deca Core,10.0,3.11,8.0,128.0,4700,25.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,10,No,Not Supported,,Android
vivo,Vivo S2 5G,37990,67.0,True,False,False,MediaTek,Dimensity,Dimensity 7360 Turbo,Octa Core,8.0,2.5,8.0,128.0,7050,44.0,True,6.83,1260,2800,120.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
samsung,Samsung Galaxy S26 FE,69999,,True,True,False,Samsung,Exynos,Exynos 2500,Deca Core,10.0,3.3,8.0,128.0,4900,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,No,Not Supported,,Android
apple,Apple iPhone 17 Pro Max,143990,,True,True,False,Apple,Apple,Apple A19 Pro,Hexa Core,6.0,,12.0,256.0,4832,,True,6.9,1320,2868,120.0,Dynamic Island,3.0,48,1,18,No,Not Supported,,iOS
apple,Apple iPhone 15,59900,66.0,True,True,False,Apple,Bionic,Bionic A16,Hexa Core,6.0,3.46,6.0,128.0,3349,,True,6.1,1179,2556,,Dynamic Island,2.0,48,1,12,No,Not Supported,,iOS
realme,Realme 14 Pro Plus (8GB RAM + 256GB),25999,67.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7s Gen3,Octa Core,8.0,2.5,8.0,256.0,6000,80.0,True,6.83,1272,2800,120.0,Punch Hole,3.0,50,1,32,No,Not Supported,,Android
vivo,Vivo X300 FE,84999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Gen5,Octa Core,8.0,3.8,12.0,256.0,6500,90.0,True,6.31,1216,2640,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
motorola,Motorola Edge 50 Fusion (12GB RAM + 256GB),22790,68.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7s Gen2,Octa Core,8.0,2.4,12.0,256.0,5000,68.0,True,6.67,1080,2400,144.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
motorola,Motorola Signature,59899,,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Gen5,Octa Core,8.0,3.8,12.0,256.0,5200,90.0,True,6.8,1264,2780,165.0,Punch Hole,3.0,50,1,50,,,,Android
apple,Apple iPhone 17 Pro,130490,74.0,True,True,False,Apple,Apple,Apple A19 Pro,Hexa Core,6.0,,12.0,256.0,3988,,True,6.3,1206,2622,120.0,Dynamic Island,3.0,48,1,18,No,Not Supported,,iOS
oppo,Oppo F31 Pro 5G,25999,66.0,True,False,False,MediaTek,Dimensity,Dimensity 7300 Energy,Octa Core,8.0,2.5,8.0,128.0,7000,80.0,True,6.57,1080,2372,120.0,Punch Hole,2.0,50,1,32,,,,Android
poco,Poco M7 Plus 5G (4GB RAM + 128GB),15499,58.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 6s Gen3,Octa Core,8.0,2.3,4.0,128.0,7000,33.0,True,6.9,1080,2340,144.0,Punch Hole,1.0,50,1,8,Yes,Hybrid,2048.0,Android
xiaomi,Xiaomi Redmi Note 17 Pro (8GB RAM + 256GB),39999,72.0,True,True,True,Qualcomm,Snapdragon,Snapdragon 6s Gen4,Octa Core,8.0,2.4,6.0,256.0,9000,67.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,50,1,16,,,,Android
samsung,Samsung Galaxy M47 5G,26988,67.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 6 Gen3,Octa Core,8.0,2.4,6.0,128.0,6000,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,Yes,Hybrid,1024.0,Android
realme,Realme 15 Pro 5G (12GB RAM + 256GB),33499,76.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7 Gen4,Octa Core,8.0,2.8,12.0,256.0,7000,80.0,True,6.8,1280,2800,144.0,Punch Hole,2.0,50,1,50,,,,Android
poco,Poco X7 5G (8GB RAM + 256GB),19999,66.0,True,True,True,MediaTek,Dimensity,Dimensity 7300 Ultra,Octa Core,8.0,2.5,8.0,256.0,5500,45.0,True,6.67,1220,2712,120.0,Punch Hole,3.0,50,1,20,,,,Android
nothing,Nothing Phone 3a Pro,27999,66.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7s Gen 3,Octa Core,8.0,2.5,8.0,128.0,5000,50.0,True,6.77,1080,2392,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
xiaomi,Xiaomi Redmi Note 17 Pro Max 5G (12GB RAM + 256GB),55999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 6 Gen5,Octa Core,8.0,2.6,12.0,256.0,10000,100.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,50,1,32,,,,Android
motorola,Motorola Moto G35 5G,12499,57.0,True,False,False,Unisoc,Unisoc,Unisoc T760,Octa Core,8.0,2.2,4.0,128.0,5000,18.0,True,6.72,1080,2400,120.0,Punch Hole,2.0,50,1,16,Yes,Hybrid,1024.0,Android
realme,Realme P4s 5G,34999,71.0,True,False,True,MediaTek,Dimensity,Dimensity 7400,Octa Core,8.0,2.6,8.0,128.0,8000,80.0,True,6.78,1272,2772,144.0,Punch Hole,2.0,50,1,16,No,Not Supported,,Android
realme,Realme P4x 5G,21939,62.0,True,False,False,MediaTek,Dimensity,Dimensity 7400 Ultra,Octa Core,8.0,2.6,6.0,128.0,7000,45.0,True,6.72,1080,2400,144.0,Punch Hole,2.0,50,1,8,,,,Android
oppo,OPPO Reno 16 5G,66999,79.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7 Gen4,Octa Core,8.0,2.8,8.0,256.0,6700,80.0,True,6.32,1216,2640,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
xiaomi,Xiaomi Redmi 14C 5G (6GB RAM + 128GB),11999,54.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 4 Gen2,Octa Core,8.0,2.2,6.0,128.0,5160,18.0,True,6.88,720,1640,120.0,Water Drop Notch,2.0,50,1,8,Yes,Dedicated,1024.0,Android
infinix,Infinix Note 40X 5G (12GB RAM +256GB),15999,62.0,True,True,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,12.0,256.0,5000,18.0,True,6.78,1080,2406,120.0,Punch Hole,3.0,108,1,8,Yes,Dedicated,1024.0,Android
apple,Apple iPhone Duo (2TB),449900,,True,True,False,Apple,Apple,Apple A20 Pro,Hexa Core,6.0,,12.0,2.0,5800,,True,7.6,1878,2670,120.0,,2.0,48,2,12,No,Not Supported,,Not Specified
xiaomi,Xiaomi Redmi Note 14 Pro 5G,21999,62.0,True,False,True,MediaTek,Dimensity,Dimensity 7300 Ultra,Octa Core,8.0,2.5,8.0,128.0,5500,45.0,True,6.67,1220,2712,120.0,Punch Hole,3.0,50,1,20,,,,Android
boltt,Boltt Ace 5G (8GB RAM + 128GB),14999,55.0,True,False,False,Unisoc,Unisoc,Unisoc T8200,Octa Core,8.0,2.3,8.0,128.0,6000,18.0,True,6.79,720,1640,120.0,Punch Hole,2.0,64,1,8,Yes,Hybrid,1024.0,Android
oppo,OPPO Reno 14 Pro 5G,48979,,True,True,True,MediaTek,Dimensity,Dimensity 8450,Octa Core,8.0,3.25,12.0,256.0,6200,80.0,True,6.83,1272,2800,120.0,Punch Hole,3.0,50,1,50,,,,Android
oneplus,OnePlus Nord CE 6 5G,37999,74.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,8.0,128.0,8000,80.0,True,6.78,1272,2772,144.0,Punch Hole,2.0,50,1,32,,,,Android
samsung,Samsung Galaxy S26 5G,79999,,True,True,False,Samsung,Exynos,Exynos 2600,Deca Core,10.0,3.8,12.0,256.0,4300,25.0,True,6.3,1080,2340,120.0,Punch Hole,3.0,50,1,12,,,,Android
iqoo,iQOO 15,76999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5,Octa Core,8.0,4.6,12.0,256.0,7000,100.0,True,6.85,1440,3168,144.0,Punch Hole,3.0,50,1,32,,,,Android
infinix,Infinix Note 50X 5G,13499,55.0,True,False,True,MediaTek,Dimensity,Dimensity 7300 Ultimate,Octa Core,8.0,2.5,6.0,128.0,5500,45.0,True,6.67,720,1600,120.0,Punch Hole,2.0,50,1,8,Yes,Hybrid,,Android
realme,Realme P3 Pro 5G (8GB RAM +256GB),21999,64.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7s Gen3,Octa Core,8.0,2.5,8.0,256.0,6000,80.0,True,6.83,1272,2800,120.0,Punch Hole,2.0,50,1,16,,,,Android
google,Google Pixel 11,81999,74.0,True,True,False,Google,Tensor,Tensor G6,,,,12.0,256.0,4985,30.0,True,6.3,1080,2424,120.0,Punch Hole,3.0,48,1,10.5,,,,Android
xiaomi,Xiaomi Redmi Note 17 5G,27999,61.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 4 Gen4,Octa Core,8.0,2.3,6.0,128.0,8000,45.0,True,6.99,1080,2396,120.0,Punch Hole,1.0,50,1,8,,,,Android
apple,Apple iPhone 16 (256GB),79900,70.0,True,True,False,Apple,Bionic,Bionic A18,Hexa Core,6.0,4.04,8.0,256.0,3561,,True,6.1,1179,2556,,Dynamic Island,2.0,48,1,12,No,Not Supported,,iOS
realme,Realme P1 Pro 5G (8GB RAM + 256GB),16999,59.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 6 Gen1,Octa Core,8.0,2.2,8.0,256.0,5000,45.0,True,6.7,1080,2400,120.0,Punch Hole,2.0,50,1,16,,,,Android
motorola,Motorola Edge 70 Fusion 5G (12GB RAM + 256 GB),35199,72.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,12.0,256.0,7000,68.0,True,6.8,1272,2772,144.0,Punch Hole,3.0,50,1,32,,,,Android
samsung,Samsung Galaxy S26 FE (8GB RAM + 256GB),79999,,True,True,False,Samsung,Exynos,Exynos 2500,Deca Core,10.0,3.3,8.0,256.0,4900,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,No,Not Supported,,Android
oppo,Oppo Find X9 5G,74999,,True,True,True,MediaTek,Dimensity,Dimensity 9500,Octa Core,8.0,4.21,12.0,256.0,7025,80.0,True,6.59,1256,2760,120.0,Punch Hole,3.0,50,1,32,,,,Android
vivo,Vivo T5 Pro,37310,72.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 7s Gen4,Octa Core,8.0,2.7,8.0,128.0,9020,90.0,True,6.83,1260,2800,144.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
vivo,Vivo V60 5G,45697,77.0,True,True,True,Qualcomm,Snapdragon,Snapdragon 7 Gen4,Octa Core,8.0,2.8,8.0,128.0,6500,90.0,True,6.77,1080,2392,120.0,Punch Hole,3.0,50,1,50,No,Not Supported,,Android
realme,Realme P2 Pro 5G,17999,63.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7s Gen 2,Octa Core,8.0,2.4,8.0,128.0,5200,80.0,True,6.7,1080,2412,120.0,Punch Hole,2.0,50,1,32,,,,Android
motorola,Motorola Moto G37 Power 5G (4GB RAM + 64GB),15449,55.0,True,False,False,MediaTek,Dimensity,Dimensity 6400,Octa Core,8.0,2.5,4.0,64.0,7000,30.0,True,6.67,1604,720,120.0,Punch Hole,1.0,50,1,8,Yes,Hybrid,1024.0,Android
samsung,Samsung Galaxy S24 5G (Snapdragon),49999,72.0,True,True,False,Qualcomm,Snapdragon,Snapdragon 8 Gen3,Octa Core,8.0,3.3,8.0,256.0,4000,25.0,True,6.2,1080,2340,120.0,Punch Hole,3.0,50,1,12,,,,Android
motorola,Motorola Moto G37 Power (8GB RAM + 128GB),19900,58.0,True,False,False,MediaTek,Dimensity,Dimensity 6400,Octa Core,8.0,2.5,8.0,128.0,7000,30.0,True,6.67,1604,720,120.0,Punch Hole,1.0,50,1,8,Yes,Hybrid,1024.0,Android
xiaomi,Xiaomi Redmi Note 15 Pro 5G,31999,72.0,True,False,True,MediaTek,Dimensity,Dimensity 7400 Ultra,Octa Core,8.0,2.6,8.0,128.0,6580,45.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,200,1,20,,,,Android
oneplus,OnePlus 15,85999,,True,True,True,Qualcomm,Snapdragon,Snapdragon 8 Elite Gen 5,Octa Core,8.0,4.6,12.0,256.0,7300,120.0,True,6.78,1272,2772,165.0,Punch Hole,3.0,50,1,32,No,Not Supported,,Android
oppo,OPPO K13,21999,62.0,True,False,True,Qualcomm,Snapdragon,Snapdragon 6 Gen4,Octa Core,8.0,2.3,8.0,128.0,7000,80.0,True,6.67,1080,2400,120.0,Punch Hole,2.0,50,1,16,,,,Android
poco,Poco M7 5G,12499,53.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 4 Gen2,Octa Core,8.0,2.2,6.0,128.0,5160,18.0,True,6.88,720,1640,120.0,Water Drop Notch,1.0,50,1,8,Yes,Dedicated,1024.0,Android
poco,Poco F7 5G,35999,76.0,True,True,True,Qualcomm,Snapdragon,Snapdragon 8s Gen4,Octa Core,8.0,3.2,12.0,256.0,7550,90.0,True,6.83,1280,2772,120.0,Punch Hole,2.0,50,1,20,No,Not Supported,,Android
oppo,Oppo Reno 15 Pro Mini,59999,,True,False,True,MediaTek,Dimensity,Dimensity 8450,Octa Core,8.0,3.25,12.0,256.0,6200,80.0,True,6.32,1216,2640,120.0,Punch Hole,3.0,200,1,50,,,,Android
motorola,Motorola Moto G67 Power 5G,23400,62.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 7s Gen2,Octa Core,8.0,2.4,8.0,128.0,7000,30.0,True,6.7,1080,2400,120.0,Punch Hole,2.0,50,1,32,,,,Android
samsung,Samsung Galaxy F70 Pro 5G,26349,66.0,True,False,False,Qualcomm,Snapdragon,Snapdragon 6 Gen3,Octa Core,8.0,2.4,6.0,128.0,6000,45.0,True,6.7,1080,2340,120.0,Punch Hole,3.0,50,1,12,Yes,Hybrid,2048.0,Android
samsung,Samsung Galaxy F16 5G,12499,54.0,True,True,False,MediaTek,Dimensity,Dimensity 6300,Octa Core,8.0,2.4,4.0,128.0,5000,25.0,True,6.7,1080,2340,90.0,Punch Hole,3.0,50,1,13,Yes,Hybrid,1536.0,Android
iqoo,iQOO Z11 5G,34999,71.0,True,False,True,MediaTek,Dimensity,Dimensity 7500 Turbo,Octa Core,8.0,2.6,6.0,128.0,7050,44.0,True,6.83,1260,2800,144.0,Punch Hole,2.0,50,1,32,No,Not Supported,,Android
