index,brand_name,model,prices,rating,sim,has_5g,has_nfc,has_ir_blaster,processor,processor_model,cpu_core_type,cpu_clock_speed_ghz,ram,ram_capacity,internal_memory,battery,battrey_capacity,fast_charging_watt,fast_charging_supported,display,display_size_inches,display_resolution_width_px,display_resolution_height_px,display_refresh_rate_hz,display_notch_type,camera,rear_camera,rear_camera_count,rear_cam_1,rear_cam_2,rear_cam_3,rear_cam_4,rear_cam_5,rear_camera_special_feature,front_camera,front_camers_count,front_camera_primary,front_camera_dual,memory_card_supported,memory_card_slot_type,memory_card_max_gb,card,os,operating_system,num_core,processor_brand,processor_manufacturer
40,vivo,Vivo T5x 5G,27249,66.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7400 Turbo, Octa Core, 2.6 GHz Processor",Dimensity 7400 Turbo,Octa Core,2.6,"6 GB RAM, 128 GB inbuilt",6.0,128.0,7200 mAh Battery with 44W Fast Charging,7200,44.0,True,"6.76 inches, 1080 x 2344 px, 120 Hz Display with Punch Hole",6.76,1080,2344,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
41,vivo,Vivo X200 FE (16GB RAM + 512GB),59999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor",Dimensity 9300 Plus,Octa Core,3.25,"16 GB RAM, 512 GB inbuilt",16.0,512.0,6500 mAh Battery with 90W Fast Charging,6500,90.0,True,"6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",6.31,1216,2640,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Dimensity,MediaTek
42,poco,Poco X7 5G,17999,64.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 7300 Ultra, Octa Core, 2.5 GHz Processor",Dimensity 7300 Ultra,Octa Core,2.5,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5500 mAh Battery with 45W Fast Charging,5500,45.0,True,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",6.67,1220,2712,120.0,Punch Hole,50 MP + 8 MP + 2 MP Triple Rear & 20 MP Front Camera,50 MP + 8 MP + 2 MP Triple Rear ,3.0,50,8,2,,,, 20 MP Front Camera,1,20,,,,,,Android v14,Android,8.0,Dimensity,MediaTek
43,realme,Realme C63 5G,10999,53.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"4 GB RAM, 128 GB inbuilt",4.0,128.0,5000 mAh Battery with 10W Fast Charging,5000,10.0,True,"6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",6.67,720,1604,120.0,Punch Hole,32 MP Dual Rear & 8 MP Front Camera,32 MP Dual Rear ,2.0,32,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v14,Android,8.0,Dimensity,MediaTek
44,motorola,Motorola Edge 70 5G,32175,75.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi",True,True,False,"Snapdragon 7 Gen4, Octa Core, 2.8 GHz Processor",Snapdragon 7 Gen4,Octa Core,2.8,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5000 mAh Battery with 68W Fast Charging,5000,68.0,True,"6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",6.7,1220,2712,120.0,Punch Hole,50 MP + 50 MP Dual Rear & 50 MP Front Camera,50 MP + 50 MP Dual Rear ,2.0,50,50,,,,, 50 MP Front Camera,1,50,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
45,vivo,Vivo V70 FE,38990,77.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 7360 Turbo, Octa Core, 2.5 GHz Processor",Dimensity 7360 Turbo,Octa Core,2.5,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7000 mAh Battery with 90W Fast Charging,7000,90.0,True,"6.83 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",6.83,1260,2800,120.0,Punch Hole,200 MP + 8 MP Dual Rear & 50 MP Front Camera,200 MP + 8 MP Dual Rear ,2.0,200,8,,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
46,nothing,Nothing Phone 2a (8GB RAM + 256GB),24999,70.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Dimensity 7200 Pro, Octa Core, 2.8 GHz Processor",Dimensity 7200 Pro,Octa Core,2.8,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5000 mAh Battery with 45W Fast Charging,5000,45.0,True,"6.7 inches, 1084 x 2412 px, 120 Hz Display with Punch Hole",6.7,1084,2412,120.0,Punch Hole,50 MP + 50 MP Dual Rear & 32 MP Front Camera,50 MP + 50 MP Dual Rear ,2.0,50,50,,,,, 32 MP Front Camera,1,32,,,,,,Android v14,Android,8.0,Dimensity,MediaTek
47,samsung,Samsung Galaxy F05,6499,,"Dual Sim, 4G, VoLTE, Wi-Fi",False,False,False,"Helio G85, Octa Core, 2 GHz Processor",Helio G85,Octa Core,2.0,"4 GB RAM, 64 GB inbuilt",4.0,64.0,5000 mAh Battery with 25W Fast Charging,5000,25.0,True,"6.74 inches, 720 x 1600 px Display with Water Drop Notch",6.74,720,1600,,Water Drop Notch,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v14,Android,8.0,Helio,MediaTek
48,samsung,Samsung Galaxy S25 5G,65929,77.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi",True,True,False,"Snapdragon 8 Elite, Octa Core, 4.47 GHz Processor",Snapdragon 8 Elite,Octa Core,4.47,"12 GB RAM, 256 GB inbuilt",12.0,256.0,4000 mAh Battery with 25W Fast Charging,4000,25.0,True,"6.2 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.2,1080,2340,120.0,Punch Hole,50 MP + 12 MP + 10 MP Triple Rear & 12 MP Front Camera,50 MP + 12 MP + 10 MP Triple Rear ,3.0,50,12,10,,,, 12 MP Front Camera,1,12,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
49,vivo,Vivo T4R 5G,22999,66.0,"Dual Sim, 5G, VoLTE, Vo5G, Wi-Fi",True,False,False,"Dimensity 7400, Octa Core, 2.6 GHz Processor",Dimensity 7400,Octa Core,2.6,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5700 mAh Battery with 44W Fast Charging,5700,44.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Dimensity,MediaTek
50,oppo,OPPO Reno 14 5G,44999,76.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 8350, Octa Core, 3.35 GHz Processor",Dimensity 8350,Octa Core,3.35,"8 GB RAM, 256 GB inbuilt",8.0,256.0,6000 mAh Battery with 80W Fast Charging,6000,80.0,True,"6.59 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",6.59,1256,2760,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 50 MP Front Camera,1,50,,,,,,Android v15,Android,8.0,Dimensity,MediaTek
51,oppo,OPPO K13x 5G (6GB RAM +128GB),16999,54.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,6000 mAh Battery with 45W Fast Charging,6000,45.0,True,"6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",6.67,720,1604,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v15,Android,8.0,Dimensity,MediaTek
52,samsung,Samsung Galaxy S24 FE 5G,39999,70.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi",True,True,False,"Exynos 2400e, Deca Core, 3.11 GHz Processor",Exynos 2400e,Deca Core,3.11,"8 GB RAM, 128 GB inbuilt",8.0,128.0,4700 mAh Battery with 25W Fast Charging,4700,25.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 12 MP + 8 MP Triple Rear & 10 MP Front Camera,50 MP + 12 MP + 8 MP Triple Rear ,3.0,50,12,8,,,, 10 MP Front Camera,1,10,,No,Not Supported,,Memory Card Not Supported,Android v14,Android,10.0,Exynos,Samsung
53,vivo,Vivo S2 5G,37990,67.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 7360 Turbo, Octa Core, 2.5 GHz Processor",Dimensity 7360 Turbo,Octa Core,2.5,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7050 mAh Battery with 44W Fast Charging,7050,44.0,True,"6.83 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",6.83,1260,2800,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
54,samsung,Samsung Galaxy S26 FE,69999,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi",True,True,False,"Exynos 2500, Deca Core, 3.3 GHz Processor",Exynos 2500,Deca Core,3.3,"8 GB RAM, 128 GB inbuilt",8.0,128.0,4900 mAh Battery with 45W Fast Charging,4900,45.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 12 MP + 8 MP Triple Rear & 12 MP Front Camera,50 MP + 12 MP + 8 MP Triple Rear ,3.0,50,12,8,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,Android v17,Android,10.0,Exynos,Samsung
55,apple,Apple iPhone 17 Pro Max,143990,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Apple A19 Pro, Hexa Core Processor",Apple A19 Pro,Hexa Core,,"12 GB RAM, 256 GB inbuilt",12.0,256.0,4832 mAh Battery with Fast Charging,4832,,True,"6.9 inches, 1320 x 2868 px, 120 Hz Display with Dynamic Island",6.9,1320,2868,120.0,Dynamic Island,48 MP + 48 MP + 48 MP Triple Rear & 18 MP Front Camera,48 MP + 48 MP + 48 MP Triple Rear ,3.0,48,48,48,,,, 18 MP Front Camera,1,18,,No,Not Supported,,Memory Card Not Supported,iOS v26,iOS,6.0,Apple,Apple
56,apple,Apple iPhone 15,59900,66.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Bionic A16, Hexa Core, 3.46 GHz Processor",Bionic A16,Hexa Core,3.46,"6 GB RAM, 128 GB inbuilt",6.0,128.0,3349 mAh Battery with Fast Charging,3349,,True,"6.1 inches, 1179 x 2556 px Display with Dynamic Island",6.1,1179,2556,,Dynamic Island,48 MP + 12 MP Dual Rear & 12 MP Front Camera,48 MP + 12 MP Dual Rear ,2.0,48,12,,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,iOS v17,iOS,6.0,Bionic,Apple
57,realme,Realme 14 Pro Plus (8GB RAM + 256GB),25999,67.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Snapdragon 7s Gen3,Octa Core,2.5,"8 GB RAM, 256 GB inbuilt",8.0,256.0,6000 mAh Battery with 80W Fast Charging,6000,80.0,True,"6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",6.83,1272,2800,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
58,vivo,Vivo X300 FE,84999,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8 Gen5, Octa Core, 3.8 GHz Processor",Snapdragon 8 Gen5,Octa Core,3.8,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6500 mAh Battery with 90W Fast Charging,6500,90.0,True,"6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",6.31,1216,2640,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
59,motorola,Motorola Edge 50 Fusion (12GB RAM + 256GB),22790,68.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi",True,True,False,"Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor",Snapdragon 7s Gen2,Octa Core,2.4,"12 GB RAM, 256 GB inbuilt",12.0,256.0,5000 mAh Battery with 68W Fast Charging,5000,68.0,True,"6.67 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",6.67,1080,2400,144.0,Punch Hole,50 MP + 13 MP Dual Rear & 32 MP Front Camera,50 MP + 13 MP Dual Rear ,2.0,50,13,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v14,Android,8.0,Snapdragon,Qualcomm
60,motorola,Motorola Signature,59899,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi",True,True,False,"Snapdragon 8 Gen5, Octa Core, 3.8 GHz Processor",Snapdragon 8 Gen5,Octa Core,3.8,"12 GB RAM, 256 GB inbuilt",12.0,256.0,5200 mAh Battery with 90W Fast Charging,5200,90.0,True,"6.8 inches, 1264 x 2780 px, 165 Hz Display with Punch Hole",6.8,1264,2780,165.0,Punch Hole,50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 50 MP Triple Rear ,3.0,50,50,50,,,, 50 MP Front Camera,1,50,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
61,apple,Apple iPhone 17 Pro,130490,74.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Apple A19 Pro, Hexa Core Processor",Apple A19 Pro,Hexa Core,,"12 GB RAM, 256 GB inbuilt",12.0,256.0,3988 mAh Battery with Fast Charging,3988,,True,"6.3 inches, 1206 x 2622 px, 120 Hz Display with Dynamic Island",6.3,1206,2622,120.0,Dynamic Island,48 MP + 48 MP + 48 MP Triple Rear & 18 MP Front Camera,48 MP + 48 MP + 48 MP Triple Rear ,3.0,48,48,48,,,, 18 MP Front Camera,1,18,,No,Not Supported,,Memory Card Not Supported,iOS v26,iOS,6.0,Apple,Apple
62,oppo,Oppo F31 Pro 5G,25999,66.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 7300 Energy, Octa Core, 2.5 GHz Processor",Dimensity 7300 Energy,Octa Core,2.5,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7000 mAh Battery with 80W Fast Charging,7000,80.0,True,"6.57 inches, 1080 x 2372 px, 120 Hz Display with Punch Hole",6.57,1080,2372,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,,,,,Android v15,Android,8.0,Dimensity,MediaTek
63,poco,Poco M7 Plus 5G (4GB RAM + 128GB),15499,58.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor",Snapdragon 6s Gen3,Octa Core,2.3,"4 GB RAM, 128 GB inbuilt",4.0,128.0,7000 mAh Battery with 33W Fast Charging,7000,33.0,True,"6.9 inches, 1080 x 2340 px, 144 Hz Display with Punch Hole",6.9,1080,2340,144.0,Punch Hole,50 MP Rear & 8 MP Front Camera,50 MP Rear ,1.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v15,Android,8.0,Snapdragon,Qualcomm
64,xiaomi,Xiaomi Redmi Note 17 Pro (8GB RAM + 256GB),39999,72.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 6s Gen4, Octa Core, 2.4 GHz Processor",Snapdragon 6s Gen4,Octa Core,2.4,"6 GB RAM, 256 GB inbuilt",6.0,256.0,9000 mAh Battery with 67W Fast Charging,9000,67.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
65,samsung,Samsung Galaxy M47 5G,26988,67.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor",Snapdragon 6 Gen3,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,6000 mAh Battery with 45W Fast Charging,6000,45.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 5 MP + 2 MP Triple Rear & 12 MP Front Camera,50 MP + 5 MP + 2 MP Triple Rear ,3.0,50,5,2,,,, 12 MP Front Camera,1,12,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v16,Android,8.0,Snapdragon,Qualcomm
66,realme,Realme 15 Pro 5G (12GB RAM + 256GB),33499,76.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7 Gen4, Octa Core, 2.8 GHz Processor",Snapdragon 7 Gen4,Octa Core,2.8,"12 GB RAM, 256 GB inbuilt",12.0,256.0,7000 mAh Battery with 80W Fast Charging,7000,80.0,True,"6.8 inches, 1280 x 2800 px, 144 Hz Display with Punch Hole",6.8,1280,2800,144.0,Punch Hole,50 MP + 50 MP Dual Rear & 50 MP Front Camera,50 MP + 50 MP Dual Rear ,2.0,50,50,,,,, 50 MP Front Camera,1,50,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
67,poco,Poco X7 5G (8GB RAM + 256GB),19999,66.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 7300 Ultra, Octa Core, 2.5 GHz Processor",Dimensity 7300 Ultra,Octa Core,2.5,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5500 mAh Battery with 45W Fast Charging,5500,45.0,True,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",6.67,1220,2712,120.0,Punch Hole,50 MP + 8 MP + 2 MP Triple Rear & 20 MP Front Camera,50 MP + 8 MP + 2 MP Triple Rear ,3.0,50,8,2,,,, 20 MP Front Camera,1,20,,,,,,Android v14,Android,8.0,Dimensity,MediaTek
68,nothing,Nothing Phone 3a Pro,27999,66.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Snapdragon 7s Gen 3, Octa Core, 2.5 GHz Processor",Snapdragon 7s Gen 3,Octa Core,2.5,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 50W Fast Charging,5000,50.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
69,xiaomi,Xiaomi Redmi Note 17 Pro Max 5G (12GB RAM + 256GB),55999,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 6 Gen5, Octa Core, 2.6 GHz Processor",Snapdragon 6 Gen5,Octa Core,2.6,"12 GB RAM, 256 GB inbuilt",12.0,256.0,10000 mAh Battery with 100W Fast Charging,10000,100.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
70,motorola,Motorola Moto G35 5G,12499,57.0,"Dual Sim, 5G, VoLTE, Vo5G, Wi-Fi",True,False,False,"Unisoc T760, Octa Core, 2.2 GHz Processor",Unisoc T760,Octa Core,2.2,"4 GB RAM, 128 GB inbuilt",4.0,128.0,5000 mAh Battery with 18W Fast Charging,5000,18.0,True,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",6.72,1080,2400,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v14,Android,8.0,Unisoc,Unisoc
71,realme,Realme P4s 5G,34999,71.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7400, Octa Core, 2.6 GHz Processor",Dimensity 7400,Octa Core,2.6,"8 GB RAM, 128 GB inbuilt",8.0,128.0,8000 mAh Battery with 80W Fast Charging,8000,80.0,True,"6.78 inches, 1272 x 2772 px, 144 Hz Display with Punch Hole",6.78,1272,2772,144.0,Punch Hole,50 MP + 2 MP Dual Rear & 16 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 16 MP Front Camera,1,16,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
72,realme,Realme P4x 5G,21939,62.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 7400 Ultra, Octa Core, 2.6 GHz Processor",Dimensity 7400 Ultra,Octa Core,2.6,"6 GB RAM, 128 GB inbuilt",6.0,128.0,7000 mAh Battery with 45W Fast Charging,7000,45.0,True,"6.72 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",6.72,1080,2400,144.0,Punch Hole,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,,,,,Android v15,Android,8.0,Dimensity,MediaTek
73,oppo,OPPO Reno 16 5G,66999,79.0,"Dual Sim, 5G, VoLTE, Vo5G, Wi-Fi, IR Blaster",True,False,True,"Snapdragon 7 Gen4, Octa Core, 2.8 GHz Processor",Snapdragon 7 Gen4,Octa Core,2.8,"8 GB RAM, 256 GB inbuilt",8.0,256.0,6700 mAh Battery with 80W Fast Charging,6700,80.0,True,"6.32 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",6.32,1216,2640,120.0,Punch Hole,50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 50 MP Triple Rear ,3.0,50,50,50,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
74,xiaomi,Xiaomi Redmi 14C 5G (6GB RAM + 128GB),11999,54.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor",Snapdragon 4 Gen2,Octa Core,2.2,"6 GB RAM, 128 GB inbuilt",6.0,128.0,5160 mAh Battery with 18W Fast Charging,5160,18.0,True,"6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",6.88,720,1640,120.0,Water Drop Notch,50 MP Dual Rear & 8 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v14,Android,8.0,Snapdragon,Qualcomm
75,infinix,Infinix Note 40X 5G (12GB RAM +256GB),15999,62.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"12 GB RAM, 256 GB inbuilt",12.0,256.0,5000 mAh Battery with 18W Fast Charging,5000,18.0,True,"6.78 inches, 1080 x 2406 px, 120 Hz Display with Punch Hole",6.78,1080,2406,120.0,Punch Hole,108 MP + 2 MP Triple Rear & 8 MP Front Camera,108 MP + 2 MP Triple Rear ,3.0,108,2,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v14,Android,8.0,Dimensity,MediaTek
76,apple,Apple iPhone Duo (2TB),449900,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Apple A20 Pro, Hexa Core Processor",Apple A20 Pro,Hexa Core,,"12 GB RAM, 2 TB inbuilt",12.0,2.0,5800 mAh Battery with Fast Charging,5800,,True,"7.6 inches, 1878 x 2670 px, 120 Hz Display",7.6,1878,2670,120.0,,48 MP + 48 MP Dual Rear & 12 MP + Under-display FaceTime Camera Dual Front Camera,48 MP + 48 MP Dual Rear ,2.0,48,48,,,,, 12 MP + Under-display FaceTime Camera Dual Front Camera,2,12,Under-display FaceTime Camera Dual Front Camera,No,Not Supported,,Memory Card Not Supported,,iOS,6.0,Apple,Apple
77,xiaomi,Xiaomi Redmi Note 14 Pro 5G,21999,62.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7300 Ultra, Octa Core, 2.5 GHz Processor",Dimensity 7300 Ultra,Octa Core,2.5,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5500 mAh Battery with 45W Fast Charging,5500,45.0,True,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",6.67,1220,2712,120.0,Punch Hole,50 MP + 8 MP + 2 MP Triple Rear & 20 MP Front Camera,50 MP + 8 MP + 2 MP Triple Rear ,3.0,50,8,2,,,, 20 MP Front Camera,1,20,,,,,,Android v14,Android,8.0,Dimensity,MediaTek
